id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,icao_code,iata_code,local_code
20323,KLBX,medium_airport,Texas Gulf Coast Regional Airport,29.1086006165,-95.462097168,25,NA,US,US-TX,Angleton/Lake Jackson,no,KLBX,LJN,LBX
3637,KLCH,medium_airport,Lake Charles Regional Airport,30.1261005401611,-93.2232971191406,15,NA,US,US-LA,Lake Charles,yes,KLCH,LCH,LCH
3638,KLCK,large_airport,Rickenbacker International Airport,39.813801,-82.927803,744,NA,US,US-OH,Columbus,yes,KLCK,LCK,LCK
3639,KLEB,medium_airport,Lebanon Municipal Airport,43.6260986328,-72.3041992188,603,NA,US,US-NH,Lebanon,yes,KLEB,LEB,LEB
20329,KLEE,medium_airport,Leesburg International Airport,28.82309914,-81.80870056,76,NA,US,US-FL,Leesburg,no,KLEE,LEE,LEE
3640,KLEX,large_airport,Blue Grass Airport,38.0364990234375,-84.6059036254883,979,NA,US,US-KY,Lexington,yes,KLEX,LEX,LEX
3641,KLFI,large_airport,Langley Air Force Base,37.082901001,-76.360496521,11,NA,US,US-VA,Hampton,no,KLFI,LFI,LFI
20332,KLFK,medium_airport,Angelina County Airport,31.2339992523,-94.75,296,NA,US,US-TX,Lufkin,no,KLFK,LFK,LFK
3642,KLFT,large_airport,Lafayette Regional Airport,30.20529938,-91.98760223,42,NA,US,US-LA,Lafayette,yes,KLFT,LFT,LFT
3643,KLGA,large_airport,La Guardia Airport,40.77719879,-73.87259674,21,NA,US,US-NY,New York,yes,KLGA,LGA,LGA
3644,KLGB,medium_airport,Long Beach /Daugherty Field/ Airport,33.81769943,-118.1520004,60,NA,US,US-CA,Long Beach,yes,KLGB,LGB,LGB
20337,KLGU,medium_airport,Logan-Cache Airport,41.7911987305,-111.851997375,4457,NA,US,US-UT,Logan,no,KLGU,LGU,LGU
3645,KLIT,large_airport,Bill & Hillary Clinton National Airport/Adams Field,34.7294006348,-92.2242965698,262,NA,US,US-AR,Little Rock,yes,KLIT,LIT,LIT
20354,KLLQ,medium_airport,Monticello Municipal Ellis Field,33.6385994,-91.75099945,270,NA,US,US-AR,Monticello,no,KLLQ,,LLQ
3646,KLMT,medium_airport,Crater Lake-Klamath Regional Airport,42.156101,-121.733002,4095,NA,US,US-OR,Klamath Falls,yes,KLMT,LMT,LMT
20359,KLND,medium_airport,Hunt Field,42.8152008057,-108.730003357,5586,NA,US,US-WY,Lander,no,KLND,LND,LND
3647,KLNK,medium_airport,Lincoln Airport,40.851001739502,-96.7592010498047,1219,NA,US,US-NE,Lincoln,yes,KLNK,LNK,LNK
3648,KLNS,medium_airport,Lancaster Airport,40.1217002868652,-76.2960968017578,403,NA,US,US-PA,Lancaster,yes,KLNS,LNS,LNS
20364,KLOL,medium_airport,Derby Field,40.0663986206,-118.565002441,3904,NA,US,US-NV,Lovelock,no,KLOL,LOL,LOL
3649,KLOU,medium_airport,Bowman Field,38.2280006409,-85.6636962891,546,NA,US,US-KY,Louisville,no,KLOU,LOU,LOU
3650,KLOZ,medium_airport,London-Corbin Airport/Magee Field,37.0821990967,-84.0848999023,1212,NA,US,US-KY,London,no,KLOZ,LOZ,LOZ
3651,KLRD,medium_airport,Laredo International Airport,27.5438003540039,-99.4616012573242,508,NA,US,US-TX,Laredo,yes,KLRD,LRD,LRD
3652,KLRF,medium_airport,Little Rock Air Force Base,34.9169006348,-92.1496963501,311,NA,US,US-AR,Jacksonville,no,KLRF,LRF,LRF
3653,KLRU,medium_airport,Las Cruces International Airport,32.2893981933594,-106.921997070313,4456,NA,US,US-NM,Las Cruces,no,KLRU,LRU,LRU
3654,KLSE,medium_airport,La Crosse Municipal Airport,43.879002,-91.256699,655,NA,US,US-WI,La Crosse,yes,KLSE,LSE,LSE
3655,KLSF,medium_airport,Lawson Army Air Field (Fort Benning),32.3372993469,-84.9913024902,232,NA,US,US-GA,Fort Benning(Columbus),no,KLSF,LSF,LSF
3656,KLSV,medium_airport,Nellis Air Force Base,36.2361984253,-115.033996582,1870,NA,US,US-NV,Las Vegas,no,KLSV,LSV,LSV
3657,KLTS,large_airport,Altus Air Force Base,34.667098999,-99.2667007446,1382,NA,US,US-OK,Altus,no,KLTS,LTS,LTS
3658,KLUF,large_airport,Luke Air Force Base,33.5349998474,-112.383003235,1085,NA,US,US-AZ,Glendale,no,KLUF,LUF,LUF
3659,KLUK,medium_airport,Cincinnati Municipal Airport Lunken Field,39.10329819,-84.41860199,483,NA,US,US-OH,Cincinnati,no,KLUK,LUK,LUK
20386,KLVM,medium_airport,Mission Field,45.6994018555,-110.447998047,4660,NA,US,US-MT,Livingston,no,KLVM,LVM,LVM
20388,KLVS,medium_airport,Las Vegas Municipal Airport,35.6542015076,-105.141998291,6877,NA,US,US-NM,Las Vegas,no,KLVS,LVS,LVS
20390,KLWB,medium_airport,Greenbrier Valley Airport,37.8582992554,-80.3994979858,2302,NA,US,US-WV,Lewisburg,no,KLWB,LWB,LWB
3660,KLWM,medium_airport,Lawrence Municipal Airport,42.7172012329,-71.1233978271,148,NA,US,US-MA,Lawrence,no,KLWM,LWM,LWM
20393,KLWS,medium_airport,Lewiston Nez Perce County Airport,46.3745002746582,-117.014999389648,1442,NA,US,US-ID,Lewiston,yes,KLWS,LWS,LWS
3661,KLWT,medium_airport,Lewistown Municipal Airport,47.0493011474609,-109.467002868652,4170,NA,US,US-MT,Lewistown,yes,KLWT,LWT,LWT
3662,KLYH,medium_airport,Lynchburg Regional Preston Glenn Field,37.3266983032227,-79.2004013061523,938,NA,US,US-VA,Lynchburg,yes,KLYH,LYH,LYH
3663,KMAF,medium_airport,Midland International Airport,31.9424991607666,-102.202003479004,2871,NA,US,US-TX,Midland,yes,KMAF,MAF,MAF
20474,KMBG,medium_airport,Mobridge Municipal Airport,45.54650116,-100.4079971,1716,NA,US,US-SD,Mobridge,no,KMBG,MBG,MBG
3664,KMBS,large_airport,MBS International Airport,43.532901763916,-84.0795974731445,668,NA,US,US-MI,Saginaw,yes,KMBS,MBS,MBS
3665,KMCB,medium_airport,Mc Comb/Pike County Airport/John E Lewis Field,31.17849922,-90.47190094,413,NA,US,US-MS,Mc Comb,no,KMCB,MCB,MCB
3666,KMCC,medium_airport,Mc Clellan Airfield,38.66759872,-121.401001,77,NA,US,US-CA,Sacramento,no,KMCC,MCC,MCC
20480,KMCE,medium_airport,Merced Regional Macready Field,37.28469849,-120.5139999,155,NA,US,US-CA,Merced,no,KMCE,MCE,MCE
3667,KMCF,large_airport,Mac Dill Air Force Base,27.84930038,-82.52120209,14,NA,US,US-FL,Tampa,no,KMCF,MCF,MCF
3668,KMCI,large_airport,Kansas City International Airport,39.2976,-94.713898,1026,NA,US,US-MO,Kansas City,yes,KMCI,MCI,MCI
20481,KMCK,medium_airport,Mc Cook Ben Nelson Regional Airport,40.20629883,-100.5920029,2583,NA,US,US-NE,Mc Cook,no,KMCK,MCK,MCK
3669,KMCN,medium_airport,Middle Georgia Regional Airport,32.692798614502,-83.6492004394531,354,NA,US,US-GA,Macon,yes,KMCN,MCN,MCN
3670,KMCO,large_airport,Orlando International Airport,28.4293994903564,-81.3089981079102,96,NA,US,US-FL,Orlando,yes,KMCO,MCO,MCO
20482,KMCW,medium_airport,Mason City Municipal Airport,43.1577987671,-93.3312988281,1213,NA,US,US-IA,Mason City,no,KMCW,MCW,MCW
3671,KMDH,medium_airport,Southern Illinois Airport,37.7780990600586,-89.2519989013672,411,NA,US,US-IL,Carbondale/Murphysboro,no,KMDH,MDH,MDH
3672,KMDT,medium_airport,Harrisburg International Airport,40.1935005188,-76.7633972168,310,NA,US,US-PA,Harrisburg,yes,KMDT,MDT,MDT
3673,KMDW,large_airport,Chicago Midway International Airport,41.785999,-87.752403,620,NA,US,US-IL,Chicago,yes,KMDW,MDW,MDW
3674,KMEI,medium_airport,Key Field,32.3325996398926,-88.7518997192383,297,NA,US,US-MS,Meridian,yes,KMEI,MEI,MEI
3675,KMEM,large_airport,Memphis International Airport,35.0424003601074,-89.9766998291016,341,NA,US,US-TN,Memphis,yes,KMEM,MEM,MEM
3676,KMER,medium_airport,Castle Airport,37.38050079,-120.5680008,191,NA,US,US-CA,Merced,no,KMER,MER,MER
3677,KMFD,medium_airport,Mansfield Lahm Regional Airport,40.8213996887,-82.5166015625,1297,NA,US,US-OH,Mansfield,no,KMFD,MFD,MFD
3678,KMFE,medium_airport,Mc Allen Miller International Airport,26.17580032,-98.23860168,107,NA,US,US-TX,Mc Allen,yes,KMFE,MFE,MFE
3679,KMFR,medium_airport,Rogue Valley International Medford Airport,42.3741989135742,-122.873001098633,1335,NA,US,US-OR,Medford,yes,KMFR,MFR,MFR
3680,KMGE,large_airport,Dobbins Air Reserve Base,33.91540146,-84.51629639,1068,NA,US,US-GA,Marietta,no,KMGE,MGE,MGE
3681,KMGM,large_airport,Montgomery Regional (Dannelly Field) Airport,32.30059814,-86.39399719,221,NA,US,US-AL,Montgomery,yes,KMGM,MGM,MGM
3682,KMGW,medium_airport,Morgantown Municipal Walter L. Bill Hart Field,39.64289856,-79.91629791,1248,NA,US,US-WV,Morgantown,yes,KMGW,MGW,MGW
3683,KMHK,medium_airport,Manhattan Regional Airport,39.140998840332,-96.6707992553711,1057,NA,US,US-KS,Manhattan,yes,KMHK,MHK,MHK
20506,KMHR,medium_airport,Sacramento Mather Airport,38.55390167,-121.2979965,98,NA,US,US-CA,Sacramento,no,KMHR,MHR,MHR
3684,KMHT,large_airport,Manchester-Boston Regional Airport,42.932598,-71.435699,266,NA,US,US-NH,Manchester,yes,KMHT,MHT,MHT
3685,KMIA,large_airport,Miami International Airport,25.7931995391846,-80.2906036376953,8,NA,US,US-FL,Miami,yes,KMIA,MIA,MIA
3686,KMIB,medium_airport,Minot Air Force Base,48.4156,-101.358002,1667,NA,US,US-ND,Minot,no,KMIB,MIB,MIB
3687,KMIE,medium_airport,Delaware County Johnson Field,40.2422981262207,-85.3958969116211,937,NA,US,US-IN,Muncie,no,KMIE,MIE,MIE
3688,KMIV,medium_airport,Millville Municipal Airport,39.367802,-75.072197,85,NA,US,US-NJ,Millville,no,KMIV,MIV,MIV
3689,KMKC,medium_airport,Charles B. Wheeler Downtown Airport,39.1231994628906,-94.5927963256836,759,NA,US,US-MO,Kansas City,no,KMKC,MKC,MKC
3690,KMKE,large_airport,General Mitchell International Airport,42.9472007751465,-87.896598815918,723,NA,US,US-WI,Milwaukee,yes,KMKE,MKE,MKE
3692,KMKL,medium_airport,McKellar-Sipes Regional Airport,35.599899,-88.915604,434,NA,US,US-TN,Jackson,yes,KMKL,MKL,MKL
3693,KMLB,medium_airport,Melbourne International Airport,28.1028003692627,-80.6453018188477,33,NA,US,US-FL,Melbourne,yes,KMLB,MLB,MLB
3694,KMLC,medium_airport,Mc Alester Regional Airport,34.882401,-95.783501,770,NA,US,US-OK,Mc Alester,no,KMLC,MLC,MLC
3695,KMLI,large_airport,Quad City International Airport,41.4485015869141,-90.5074996948242,590,NA,US,US-IL,Moline,yes,KMLI,MLI,MLI
3696,KMLS,medium_airport,Frank Wiley Field,46.4280014038086,-105.886001586914,2630,NA,US,US-MT,Miles City,yes,KMLS,MLS,MLS
3697,KMLU,large_airport,Monroe Regional Airport,32.5108985900879,-92.0376968383789,79,NA,US,US-LA,Monroe,yes,KMLU,MLU,MLU
20532,KMMT,medium_airport,Mc Entire Joint National Guard Base,33.92079926,-80.80130005,254,NA,US,US-SC,Eastover,no,KMMT,MMT,MMT
3698,KMMU,medium_airport,Morristown Municipal Airport,40.7994003295898,-74.4149017333984,187,NA,US,US-NJ,Morristown,no,KMMU,MMU,MMU
3699,KMMV,medium_airport,Mc Minnville Municipal Airport,45.19440079,-123.1360016,163,NA,US,US-OR,Mc Minnville,no,KMMV,,MMV
3700,KMOB,large_airport,Mobile Regional Airport,30.691200256348,-88.242797851562,219,NA,US,US-AL,Mobile,yes,KMOB,MOB,MOB
3701,KMOD,medium_airport,Modesto City Co-Harry Sham Field,37.62580109,-120.9540024,97,NA,US,US-CA,Modesto,yes,KMOD,MOD,MOD
3702,KMOT,medium_airport,Minot International Airport,48.2593994140625,-101.279998779297,1716,NA,US,US-ND,Minot,yes,KMOT,MOT,MOT
20551,KMPV,medium_airport,Edward F Knapp State Airport,44.20349884,-72.56230164,1166,NA,US,US-VT,Barre/Montpelier,no,KMPV,MPV,MPV
3703,KMQY,medium_airport,Smyrna Airport,36.0089988708,-86.5201034546,543,NA,US,US-TN,Smyrna,no,KMQY,MQY,MQY
3704,KMRB,medium_airport,Eastern WV Regional Airport/Shepherd Field,39.40190125,-77.98459625,565,NA,US,US-WV,Martinsburg,no,KMRB,MRB,MRB
3705,KMRY,medium_airport,Monterey Peninsula Airport,36.5870018005371,-121.843002319336,257,NA,US,US-CA,Monterey,yes,KMRY,MRY,MRY
3706,KMSL,medium_airport,Northwest Alabama Regional Airport,34.74530029,-87.61019897,551,NA,US,US-AL,Muscle Shoals,yes,KMSL,MSL,MSL
3707,KMSN,large_airport,Dane County Regional Truax Field,43.1399002075195,-89.3375015258789,887,NA,US,US-WI,Madison,yes,KMSN,MSN,MSN
3708,KMSO,medium_airport,Missoula International Airport,46.91630173,-114.0910034,3206,NA,US,US-MT,Missoula,yes,KMSO,MSO,MSO
3709,KMSP,large_airport,Minneapolis-St Paul International/Wold-Chamberlain Airport,44.882,-93.221802,841,NA,US,US-MN,Minneapolis,yes,KMSP,MSP,MSP
3710,KMSS,medium_airport,Massena International Richards Field,44.9357986450195,-74.8455963134766,215,NA,US,US-NY,Massena,yes,KMSS,MSS,MSS
3711,KMSY,large_airport,Louis Armstrong New Orleans International Airport,29.9934005737305,-90.2580032348633,4,NA,US,US-LA,New Orleans,yes,KMSY,MSY,MSY
3712,KMTC,medium_airport,Selfridge Air National Guard Base Airport,42.613463,-82.836919,580,NA,US,US-MI,Mount Clemens,no,KMTC,MTC,MTC
20564,KMTH,medium_airport,The Florida Keys Marathon Airport,24.726101,-81.051399,5,NA,US,US-FL,Marathon,no,KMTH,MTH,MTH
20565,KMTJ,medium_airport,Montrose Regional Airport,38.5097999573,-107.893997192,5759,NA,US,US-CO,Montrose,no,KMTJ,MTJ,MTJ
3713,KMTN,medium_airport,Martin State Airport,39.325699,-76.413803,21,NA,US,US-MD,Baltimore,no,KMTN,MTN,MTN
3714,KMUI,medium_airport,Muir Army Air Field (Fort Indiantown Gap) Airport,40.434799,-76.569397,488,NA,US,US-PA,Fort Indiantown Gap(Annville),no,KMUI,MUI,MUI
3715,KMUO,large_airport,Mountain Home Air Force Base,43.043598,-115.872002,2996,NA,US,US-ID,Mountain Home,no,KMUO,MUO,MUO
20581,KMWH,medium_airport,Grant County International Airport,47.20769882,-119.3199997,1189,NA,US,US-WA,Moses Lake,no,KMWH,MWH,MWH
3716,KMXF,medium_airport,Maxwell Air Force Base,32.3829,-86.365799,171,NA,US,US-AL,Montgomery,no,KMXF,MXF,MXF
20591,KMYL,medium_airport,McCall Municipal Airport,44.88970184,-116.1009979,5024,NA,US,US-ID,McCall,no,KMYL,MYL,MYL
3717,KMYR,medium_airport,Myrtle Beach International Airport,33.6796989441,-78.9282989502,25,NA,US,US-SC,Myrtle Beach,yes,KMYR,MYR,MYR
3718,KMYV,medium_airport,Yuba County Airport,39.09780121,-121.5699997,64,NA,US,US-CA,Marysville,no,KMYV,MYV,MYV
3719,KNBC,medium_airport,Beaufort MCAS - Merritt Field,32.4774017334,-80.723197937,37,NA,US,US-SC,Beaufort,no,KNBC,,NBC
3720,KNBG,medium_airport,New Orleans NAS JRB/Alvin Callender Field,29.82530022,-90.03500366,2,NA,US,US-LA,New Orleans,no,KNBG,NBG,NBG
3721,KNCA,medium_airport,New River MCAS /H/ /Mccutcheon Fld/ Airport,34.70840073,-77.43969727,26,NA,US,US-NC,Jacksonville,no,KNCA,,NCA
20634,KNDZ,medium_airport,Whiting Field Naval Air Station South Airport,30.7043991088867,-87.0230026245117,177,NA,US,US-FL,Milton,no,KNDZ,,NDZ
3722,KNEL,medium_airport,Lakehurst Maxfield Field Airport,40.03329849,-74.353302,101,NA,US,US-NJ,Lakehurst,no,KNEL,NEL,NEL
3723,KNEW,medium_airport,Lakefront Airport,30.042400360107,-90.028297424316,8,NA,US,US-LA,New Orleans,no,KNEW,NEW,NEW
3724,KNFG,medium_airport,Camp Pendleton MCAS (Munn Field) Airport,33.30130005,-117.3550034,78,NA,US,US-CA,Oceanside,no,KNFG,,NFG
3725,KNFL,medium_airport,Fallon Naval Air Station,39.41659927,-118.7009964,3934,NA,US,US-NV,Fallon,no,KNFL,NFL,NFL
20639,KNFW,medium_airport,NAS Fort Worth JRB/Carswell Field,32.76919937,-97.4414978,650,NA,US,US-TX,Fort Worth,no,KNFW,FWH,NFW
3726,KNGP,medium_airport,Corpus Christi Naval Air Station/Truax Field,27.69260025,-97.29109955,18,NA,US,US-TX,Corpus Christi,no,KNGP,,NGP
3727,KNGU,medium_airport,Norfolk Naval Station (Chambers Field),36.937599,-76.289299,17,NA,US,US-VA,Norfolk,no,KNGU,NGU,NGU
3728,KNHK,medium_airport,Patuxent River Naval Air Station (Trapnell Field),38.285999,-76.411797,39,NA,US,US-MD,Patuxent River,no,KNHK,NHK,NHK
3729,KNHZ,medium_airport,Brunswick Executive Airport,43.89220047,-69.93859863,72,NA,US,US-ME,Brunswick,no,KBXM,NHZ,BXM
20643,KNID,medium_airport,China Lake Naws (Armitage Field) Airport,35.6853981,-117.6920013,2283,NA,US,US-CA,China Lake,no,KNID,,NID
3730,KNIP,medium_airport,Jacksonville Naval Air Station (Towers Field),30.2358,-81.680603,21,NA,US,US-FL,Jacksonville,no,KNIP,NIP,NIP
3731,KNJK,medium_airport,El Centro NAF Airport (Vraciu Field),32.829201,-115.671996,-42,NA,US,US-CA,El Centro,no,KNJK,NJK,NJK
3732,KNKT,medium_airport,Cherry Point MCAS /Cunningham Field/,34.90090179,-76.88069916,29,NA,US,US-NC,Cherry Point,no,KNKT,,NKT
3733,KNKX,medium_airport,Miramar Marine Corps Air Station - Mitscher Field,32.86840057,-117.1429977,477,NA,US,US-CA,San Diego,no,KNKX,NKX,NKX
20647,KNLC,medium_airport,Lemoore Naval Air Station (Reeves Field) Airport,36.33300018,-119.9520035,232,NA,US,US-CA,Lemoore,no,KNLC,NLC,NLC
3734,KNMM,medium_airport,Meridian Naval Air Station,32.55210114,-88.55560303,316,NA,US,US-MS,Meridian,no,KNMM,,NMM
3735,KNPA,medium_airport,Pensacola Naval Air Station/Forrest Sherman Field,30.35269928,-87.31860352,28,NA,US,US-FL,Pensacola,no,KNPA,NPA,NPA
3736,KNQA,medium_airport,Millington-Memphis Airport,35.356701,-89.8703,320,NA,US,US-TN,Millington,no,KNQA,NQA,NQA
3737,KNQI,medium_airport,Kingsville Naval Air Station,27.5072002411,-97.8097000122,50,NA,US,US-TX,Kingsville,no,KNQI,NQI,NQI
3738,KNQX,medium_airport,Naval Air Station Key West/Boca Chica Field,24.57579994,-81.68890381,6,NA,US,US-FL,Key West,no,KNQX,NQX,NQX
20652,KNRB,medium_airport,Naval Station Mayport (Admiral David L. Mcdonald Field),30.39109993,-81.42469788,15,NA,US,US-FL,Mayport,no,KNRB,NRB,NRB
20656,KNSE,medium_airport,Whiting Field Naval Air Station - North,30.7241993,-87.02189636,199,NA,US,US-FL,Milton,no,KNSE,NSE,NSE
3739,KNTD,medium_airport,Point Mugu Naval Air Station (Naval Base Ventura Co),34.120300293,-119.121002197,13,NA,US,US-CA,Point Mugu,no,KNTD,NTD,NTD
3740,KNTU,medium_airport,Oceana Naval Air Station,36.820702,-76.033501,23,NA,US,US-VA,Virginia Beach,no,KNTU,NTU,NTU
3741,KNUQ,medium_airport,Moffett Federal Airfield,37.4161,-122.049004,32,NA,US,US-CA,Mountain View,no,KNUQ,NUQ,NUQ
20661,KNUW,medium_airport,Whidbey Island Naval Air Station (Ault Field),48.351799,-122.655998,47,NA,US,US-WA,Oak Harbor,no,KNUW,NUW,NUW
20666,KNXP,medium_airport,Twentynine Palms (Self) Airport,34.2961998,-116.1620026,2051,NA,US,US-CA,Twentynine Palms,no,KNXP,,NXP
20669,KNYG,medium_airport,Quantico MCAF /Turner field,38.50170135,-77.30529785,10,NA,US,US-VA,Quantico,no,KNYG,,NYG
3961,KNYL,medium_airport,Yuma MCAS/Yuma International Airport,32.65660095,-114.6060028,213,NA,US,US-AZ,Yuma,yes,KNYL,YUM,NYL
3743,KNZY,medium_airport,North Island Naval Air Station-Halsey Field,32.69919968,-117.2149963,26,NA,US,US-CA,San Diego,no,KNZY,NZY,NZY
20709,KOAJ,medium_airport,Albert J Ellis Airport,34.8292007446,-77.6120986938,94,NA,US,US-NC,Jacksonville,no,KOAJ,OAJ,OAJ
3744,KOAK,large_airport,Metropolitan Oakland International Airport,37.721298,-122.221001,9,NA,US,US-CA,Oakland,yes,KOAK,OAK,OAK
3745,KOFF,medium_airport,Offutt Air Force Base,41.118301391602,-95.912498474121,1052,NA,US,US-NE,Omaha,no,KOFF,OFF,OFF
20722,KOFK,medium_airport,Karl Stefan Memorial Airport,41.985500335693,-97.435096740723,1573,NA,US,US-NE,Norfolk,no,KOFK,OFK,OFK
20725,KOGB,medium_airport,Orangeburg Municipal Airport,33.456798553467,-80.859497070312,195,NA,US,US-SC,Orangeburg,no,KOGB,OGB,OGB
3746,KOGD,medium_airport,Ogden Hinckley Airport,41.195899963379,-112.0120010376,4473,NA,US,US-UT,Ogden,yes,KOGD,OGD,OGD
3747,KOKC,large_airport,Will Rogers World Airport,35.3931007385254,-97.600700378418,1295,NA,US,US-OK,Oklahoma City,yes,KOKC,OKC,OKC
20739,KOLF,medium_airport,L M Clayton Airport,48.0945014954,-105.574996948,1986,NA,US,US-MT,Wolf Point,no,KOLF,OLF,OLF
3749,KOLM,medium_airport,Olympia Regional Airport,46.9693985,-122.9029999,209,NA,US,US-WA,Olympia,no,KOLM,OLM,OLM
20741,KOLS,medium_airport,Nogales International Airport,31.4177,-110.848,3955,NA,US,US-AZ,Nogales,no,KOLS,OLS,OLS
3750,KOLU,medium_airport,Columbus Municipal Airport,41.44800186,-97.34259796,1447,NA,US,US-NE,Columbus,no,KOLU,,OLU
3751,KOMA,large_airport,Eppley Airfield,41.3032,-95.894096,984,NA,US,US-NE,Omaha,yes,KOMA,OMA,OMA
20752,KONP,medium_airport,Newport Municipal Airport,44.580399,-124.057999,160,NA,US,US-OR,Newport,no,KONP,ONP,ONP
3752,KONT,large_airport,Ontario International Airport,34.0559997558594,-117.600997924805,944,NA,US,US-CA,Ontario,yes,KONT,ONT,ONT
20757,KOPF,medium_airport,Opa-locka Executive Airport,25.907,-80.278397,8,NA,US,US-FL,Miami,no,KOPF,OPF,OPF
3753,KOQU,medium_airport,Quonset State Airport,41.597099304199,-71.412101745605,18,NA,US,US-RI,North Kingstown,no,KOQU,NCO,OQU
3754,KORD,large_airport,Chicago O'Hare International Airport,41.9786,-87.9048,672,NA,US,US-IL,Chicago,yes,KORD,ORD,ORD
3755,KORF,large_airport,Norfolk International Airport,36.8945999145508,-76.2012023925781,26,NA,US,US-VA,Norfolk,yes,KORF,ORF,ORF
3756,KORH,medium_airport,Worcester Regional Airport,42.2672996520996,-71.8757019042969,1009,NA,US,US-MA,Worcester,no,KORH,ORH,ORH
3757,KOSH,medium_airport,Wittman Regional Airport,43.9844017028809,-88.556999206543,808,NA,US,US-WI,Oshkosh,no,KOSH,OSH,OSH
3758,KOSU,medium_airport,The Ohio State University Airport - Don Scott Field,40.0798,-83.072998,905,NA,US,US-OH,Columbus,no,KOSU,OSU,OSU
3759,KOTH,medium_airport,Southwest Oregon Regional Airport,43.4170989990234,-124.246002197266,17,NA,US,US-OR,North Bend,yes,KOTH,OTH,OTH
3760,KOTM,medium_airport,Ottumwa Regional Airport,41.10660172,-92.44789886,845,NA,US,US-IA,Ottumwa,no,KOTM,OTM,OTM
3761,KOWB,medium_airport,Owensboro Daviess County Airport,37.74010086,-87.16680145,407,NA,US,US-KY,Owensboro,yes,KOWB,OWB,OWB
20777,KOWD,medium_airport,Norwood Memorial Airport,42.1904983521,-71.1728973389,49,NA,US,US-MA,Norwood,no,KOWD,OWD,OWD
20785,KOXR,medium_airport,Oxnard Airport,34.200801849365,-119.20700073242,45,NA,US,US-CA,Oxnard,no,KOXR,OXR,OXR
3762,KOZR,medium_airport,Cairns AAF (Fort Rucker) Air Field,31.27569962,-85.71340179,301,NA,US,US-AL,Fort Rucker/Ozark,no,KOZR,OZR,OZR
3763,KPAE,medium_airport,Snohomish County (Paine Field) Airport,47.90629959,-122.2819977,606,NA,US,US-WA,Everett,no,KPAE,PAE,PAE
3764,KPAH,medium_airport,Barkley Regional Airport,37.0607986450195,-88.7738037109375,410,NA,US,US-KY,Paducah,yes,KPAH,PAH,PAH
3765,KPAM,large_airport,Tyndall Air Force Base,30.0695991516,-85.5754013062,17,NA,US,US-FL,Panama City,no,KPAM,PAM,PAM
20807,KPBF,medium_airport,"Pine Bluff Regional Airport, Grider Field",34.1731,-91.9356,206,NA,US,US-AR,Pine Bluff,no,KPBF,PBF,PBF
20808,KPBG,medium_airport,Plattsburgh International Airport,44.6509017944336,-73.4681015014648,234,NA,US,US-NY,Plattsburgh,yes,KPBG,PBG,PBG
3766,KPBI,large_airport,Palm Beach International Airport,26.6832008361816,-80.0955963134766,19,NA,US,US-FL,West Palm Beach,yes,KPBI,PBI,PBI
3767,KPDK,medium_airport,DeKalb Peachtree Airport,33.8755989075,-84.3020019531,1003,NA,US,US-GA,Atlanta,no,KPDK,PDK,PDK
20815,KPDT,medium_airport,Eastern Oregon Regional At Pendleton Airport,45.695098877,-118.841003418,1497,NA,US,US-OR,Pendleton,no,KPDT,PDT,PDT
3768,KPDX,large_airport,Portland International Airport,45.58869934,-122.5979996,31,NA,US,US-OR,Portland,yes,KPDX,PDX,PDX
20821,KPGA,medium_airport,Page Municipal Airport,36.92610168,-111.447998,4316,NA,US,US-AZ,Page,no,KPGA,PGA,PGA
20824,KPGV,medium_airport,Pitt Greenville Airport,35.6352005,-77.38529968,26,NA,US,US-NC,Greenville,no,KPGV,PGV,PGV
3770,KPHF,large_airport,Newport News Williamsburg International Airport,37.13190079,-76.49299622,42,NA,US,US-VA,Newport News,yes,KPHF,PHF,PHF
3771,KPHL,large_airport,Philadelphia International Airport,39.871898651123,-75.241096496582,36,NA,US,US-PA,Philadelphia,yes,KPHL,PHL,PHL
3772,KPHX,large_airport,Phoenix Sky Harbor International Airport,33.4342994689941,-112.012001037598,1135,NA,US,US-AZ,Phoenix,yes,KPHX,PHX,PHX
3773,KPIA,large_airport,General Wayne A. Downing Peoria International Airport,40.6641998291,-89.6932983398,660,NA,US,US-IL,Peoria,yes,KPIA,PIA,PIA
3774,KPIB,medium_airport,Hattiesburg Laurel Regional Airport,31.4671001434326,-89.3370971679687,298,NA,US,US-MS,Hattiesburg/Laurel,yes,KPIB,PIB,PIB
3775,KPIE,medium_airport,St Petersburg Clearwater International Airport,27.91020012,-82.68740082,11,NA,US,US-FL,St Petersburg-Clearwater,yes,KPIE,PIE,PIE
3776,KPIH,medium_airport,Pocatello Regional Airport,42.9098014831543,-112.596000671387,4452,NA,US,US-ID,Pocatello,yes,KPIH,PIH,PIH
3777,KPIR,medium_airport,Pierre Regional Airport,44.38270187,-100.2860031,1744,NA,US,US-SD,Pierre,yes,KPIR,PIR,PIR
3778,KPIT,large_airport,Pittsburgh International Airport,40.49150085,-80.23290253,1203,NA,US,US-PA,Pittsburgh,yes,KPIT,PIT,PIT
3779,KPKB,medium_airport,Mid Ohio Valley Regional Airport,39.345100402832,-81.4392013549805,858,NA,US,US-WV,Parkersburg,yes,KPKB,PKB,PKB
